Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Discount
86,CA-2018-140088,5/28/2018,5/30/2018,Second Class,PO/18865,FUR-CH-10000863,4529400,0.03
87,CA-2018-155558,10/26/2018,11/2/2018,Standard Class,PG/18895,TEC-AC-10001998,299850,0.02
88,CA-2018-155558,10/26/2018,11/2/2018,Standard Class,PG/18895,OFF-LA-10000134,92400,0.03
89,CA-2017-159695,4/5/2017,4/10/2017,Second Class,GM/14455,OFF-ST-10003442,2375520,0.03
90,CA-2017-109806,9/17/2017,9/22/2017,Standard Class,JS/15685,OFF-AR-10004930,301500,0.02
91,CA-2017-109806,9/17/2017,9/22/2017,Standard Class,JS/15685,TEC-PH-10004093,1103760,0.03
92,CA-2017-109806,9/17/2017,9/22/2017,Standard Class,JS/15685,OFF-PA-10000304,97200,0.01
93,CA-2016-149587,1/31/2016,2/5/2016,Second Class,KB/16315,OFF-PA-10003177,194400,0.02
94,CA-2016-149587,1/31/2016,2/5/2016,Second Class,KB/16315,FUR-FU-10003799,800100,0.02
95,CA-2016-149587,1/31/2016,2/5/2016,Second Class,KB/16315,OFF-BI-10002852,494400,0.03
96,US-2018-109484,11/6/2018,11/12/2018,Standard Class,RB/19705,OFF-BI-10004738,85230,0.03
97,CA-2018-161018,11/9/2018,11/11/2018,Second Class,PN/18775,FUR-FU-10000629,1447950,0.03
98,CA-2018-157833,6/17/2018,6/20/2018,First Class,KD/16345,OFF-BI-10001721,769680,0.03
99,CA-2017-149223,9/6/2017,9/11/2017,Standard Class,ER/13855,OFF-AP-10000358,1168200,0.03
100,CA-2017-158568,8/29/2017,9/2/2017,Standard Class,RB/19465,OFF-PA-10003256,969360,0.02
101,CA-2017-158568,8/29/2017,9/2/2017,Standard Class,RB/19465,TEC-AC-10001767,1439640,0.02
102,CA-2017-158568,8/29/2017,9/2/2017,Standard Class,RB/19465,OFF-BI-10002609,26820,0.02
103,CA-2017-129903,12/1/2017,12/4/2017,Second Class,GZ/14470,OFF-PA-10004040,358800,0.01
104,US-2016-156867,11/13/2016,11/17/2016,Standard Class,LC/16870,TEC-AC-10001552,3583440,0.03
105,US-2016-156867,11/13/2016,11/17/2016,Standard Class,LC/16870,FUR-FU-10004006,1535400,0.03
106,US-2016-156867,11/13/2016,11/17/2016,Standard Class,LC/16870,OFF-BI-10002794,553230,0.01
107,CA-2018-119004,11/23/2018,11/28/2018,Standard Class,JM/15250,TEC-AC-10003499,1111680,0.03
108,CA-2018-119004,11/23/2018,11/28/2018,Standard Class,JM/15250,TEC-PH-10002844,419880,0.02
109,CA-2018-119004,11/23/2018,11/28/2018,Standard Class,JM/15250,OFF-AR-10000390,49560,0.03
110,CA-2016-129476,10/15/2016,10/20/2016,Standard Class,PA/19060,TEC-AC-10000844,5099400,0.01
111,CA-2018-146780,12/25/2018,12/30/2018,Standard Class,CV/12805,FUR-FU-10001934,629400,0.02
112,CA-2017-128867,11/3/2017,11/10/2017,Standard Class,CL/12565,OFF-AR-10000380,1139400,0.03
113,CA-2017-128867,11/3/2017,11/10/2017,Standard Class,CL/12565,OFF-BI-10003981,408600,0.01
114,CA-2015-115259,8/25/2015,8/27/2015,Second Class,RC/19960,OFF-FA-10000621,601440,0.03
115,CA-2015-115259,8/25/2015,8/27/2015,Second Class,RC/19960,OFF-EN-10002600,70800,0.02
116,CA-2015-115259,8/25/2015,8/27/2015,Second Class,RC/19960,OFF-PA-10004965,359640,0.02
117,CA-2015-115259,8/25/2015,8/27/2015,Second Class,RC/19960,OFF-EN-10002504,1956960,0.01
118,CA-2016-110457,3/2/2016,3/6/2016,Standard Class,DK/13090,FUR-TA-10001768,11812950,0.01
119,US-2016-136476,4/5/2016,4/10/2016,Standard Class,GG/14650,OFF-BI-10003650,2366910,0.01
120,CA-2017-103730,6/12/2017,6/15/2017,First Class,SC/20725,FUR-FU-10002157,705600,0.01
121,CA-2017-103730,6/12/2017,6/15/2017,First Class,SC/20725,OFF-BI-10003910,462600,0.02
122,CA-2017-103730,6/12/2017,6/15/2017,First Class,SC/20725,OFF-ST-10000777,3398400,0.03
123,CA-2017-103730,6/12/2017,6/15/2017,First Class,SC/20725,OFF-EN-10002500,1725300,0.03
124,CA-2017-103730,6/12/2017,6/15/2017,First Class,SC/20725,TEC-PH-10003875,1020600,0.01
125,US-2015-152030,12/26/2015,12/28/2015,Second Class,AD/10180,FUR-CH-10004063,9008370,0.03
126,US-2015-134614,9/20/2015,9/25/2015,Standard Class,PF/19165,FUR-TA-10004534,9265500,0.01
127,US-2018-107272,11/5/2018,11/12/2018,Standard Class,TS/21610,OFF-BI-10003274,35820,0.03
128,US-2018-107272,11/5/2018,11/12/2018,Standard Class,TS/21610,OFF-ST-10002974,3659880,0.02
129,US-2017-125969,11/6/2017,11/10/2017,Second Class,LS/16975,FUR-CH-10001146,1221360,0.02
130,US-2017-125969,11/6/2017,11/10/2017,Second Class,LS/16975,FUR-FU-10003773,3578400,0.02
131,US-2018-164147,2/2/2018,2/5/2018,First Class,DW/13585,TEC-PH-10002293,899550,0.03
132,US-2018-164147,2/2/2018,2/5/2018,First Class,DW/13585,OFF-PA-10002377,1174560,0.03
133,US-2018-164147,2/2/2018,2/5/2018,First Class,DW/13585,OFF-FA-10002780,321840,0.03
134,CA-2017-145583,10/13/2017,10/19/2017,Standard Class,LC/16885,OFF-PA-10001804,300600,0.01
135,CA-2017-145583,10/13/2017,10/19/2017,Standard Class,LC/16885,OFF-PA-10001736,531600,0.03
136,CA-2017-145583,10/13/2017,10/19/2017,Standard Class,LC/16885,OFF-AR-10001149,172800,0.02
137,CA-2017-145583,10/13/2017,10/19/2017,Standard Class,LC/16885,OFF-FA-10002988,60300,0.02
138,CA-2017-145583,10/13/2017,10/19/2017,Standard Class,LC/16885,OFF-BI-10004781,1142640,0.02
139,CA-2017-145583,10/13/2017,10/19/2017,Standard Class,LC/16885,OFF-SU-10001218,988200,0.03
140,CA-2017-145583,10/13/2017,10/19/2017,Standard Class,LC/16885,FUR-FU-10001706,646800,0.03
141,CA-2017-110366,9/5/2017,9/7/2017,Second Class,JD/15895,FUR-FU-10004848,1242000,0.02
142,CA-2018-106180,9/18/2018,9/23/2018,Standard Class,SH/19975,OFF-AR-10000940,132300,0.03
143,CA-2018-106180,9/18/2018,9/23/2018,Standard Class,SH/19975,OFF-EN-10004030,162900,0.02
144,CA-2018-106180,9/18/2018,9/23/2018,Standard Class,SH/19975,OFF-PA-10004327,2155500,0.02
145,CA-2018-155376,12/22/2018,12/27/2018,Standard Class,SG/20080,OFF-AP-10001058,12591450,0.02
146,CA-2016-110744,9/7/2016,9/12/2016,Standard Class,HA/14920,OFF-ST-10003656,10078950,0.03
147,CA-2015-110072,10/22/2015,10/28/2015,Standard Class,MG/17680,FUR-FU-10000521,1408320,0.02
148,CA-2017-114489,12/5/2017,12/9/2017,Standard Class,JE/16165,TEC-PH-10000215,5766750,0.02
149,CA-2017-114489,12/5/2017,12/9/2017,Standard Class,JE/16165,TEC-PH-10001448,2249550,0.03
150,CA-2017-114489,12/5/2017,12/9/2017,Standard Class,JE/16165,FUR-CH-10000454,29277600,0.02
151,CA-2017-114489,12/5/2017,12/9/2017,Standard Class,JE/16165,OFF-BI-10002735,2573250,0.02
152,CA-2017-158834,3/13/2017,3/16/2017,First Class,TW/21025,OFF-AP-10000326,2368800,0.02
153,CA-2017-158834,3/13/2017,3/16/2017,First Class,TW/21025,TEC-PH-10001254,3047760,0.03
154,CA-2016-124919,5/31/2016,6/2/2016,First Class,SP/20650,OFF-PA-10001950,875700,0.01
155,CA-2016-124919,5/31/2016,6/2/2016,First Class,SP/20650,OFF-PA-10002254,1582800,0.03
156,CA-2016-124919,5/31/2016,6/2/2016,First Class,SP/20650,OFF-ST-10001590,1213200,0.03
157,CA-2016-118948,5/28/2016,6/3/2016,Standard Class,NK/18490,OFF-AR-10001547,99450,0.01
158,CA-2015-104269,3/1/2015,3/6/2015,Second Class,DB/13060,FUR-CH-10004063,6863520,0.03
159,CA-2017-114104,11/20/2017,11/24/2017,Standard Class,NP/18670,OFF-LA-10002475,219300,0.01
160,CA-2017-114104,11/20/2017,11/24/2017,Standard Class,NP/18670,TEC-PH-10004536,14173950,0.03
161,CA-2017-162733,5/11/2017,5/12/2017,First Class,TT/21070,OFF-PA-10002751,89700,0.01
162,CA-2016-119697,12/28/2016,12/31/2016,Second Class,EM/13960,TEC-AC-10003657,815760,0.03
163,CA-2017-154508,11/16/2017,11/20/2017,Standard Class,RD/19900,OFF-EN-10001990,426000,0.01
164,CA-2017-113817,11/7/2017,11/11/2017,Standard Class,MJ/17740,OFF-BI-10004002,415200,0.02
165,CA-2015-139892,9/8/2015,9/12/2015,Standard Class,BM/11140,OFF-AR-10004441,149040,0.01
166,CA-2015-139892,9/8/2015,9/12/2015,Standard Class,BM/11140,TEC-MA-10000822,122399280,0.03
167,CA-2015-139892,9/8/2015,9/12/2015,Standard Class,BM/11140,OFF-ST-10000991,4138920,0.02
168,CA-2015-139892,9/8/2015,9/12/2015,Standard Class,BM/11140,FUR-CH-10004287,26100900,0.03
169,CA-2015-139892,9/8/2015,9/12/2015,Standard Class,BM/11140,OFF-AR-10002656,480960,0.02
170,CA-2015-139892,9/8/2015,9/12/2015,Standard Class,BM/11140,OFF-AP-10002518,2669700,0.01
171,CA-2015-139892,9/8/2015,9/12/2015,Standard Class,BM/11140,TEC-PH-10003931,2159640,0.01
172,CA-2015-118962,8/5/2015,8/9/2015,Standard Class,CS/12130,OFF-PA-10000659,314100,0.02
173,CA-2015-118962,8/5/2015,8/9/2015,Standard Class,CS/12130,OFF-PA-10001144,1664400,0.01
174,CA-2015-118962,8/5/2015,8/9/2015,Standard Class,CS/12130,FUR-CH-10003817,5102160,0.03
175,US-2015-100853,9/14/2015,9/19/2015,Standard Class,JB/15400,OFF-AP-10000891,786720,0.03
176,US-2015-100853,9/14/2015,9/19/2015,Standard Class,JB/15400,OFF-LA-10003148,302400,0.01
177,US-2018-152366,4/21/2018,4/25/2018,Second Class,SJ/20500,OFF-AP-10002684,1458960,0.01
178,US-2016-101511,11/21/2016,11/23/2016,Second Class,JE/15745,FUR-CH-10004698,5952030,0.01
179,US-2016-101511,11/21/2016,11/23/2016,Second Class,JE/15745,OFF-SU-10002189,238200,0.01
180,CA-2016-137225,12/15/2016,12/19/2016,Standard Class,JK/15640,OFF-AR-10001940,49200,0.03
181,CA-2015-166191,12/5/2015,12/9/2015,Second Class,DK/13150,OFF-ST-10003455,372240,0.01
182,CA-2015-166191,12/5/2015,12/9/2015,Second Class,DK/13150,TEC-AC-10004659,6131160,0.03
183,CA-2015-158274,11/19/2015,11/24/2015,Second Class,RM/19675,TEC-PH-10003273,7559400,0.03
184,CA-2015-158274,11/19/2015,11/24/2015,Second Class,RM/19675,TEC-PH-10004896,2249250,0.02
185,CA-2015-158274,11/19/2015,11/24/2015,Second Class,RM/19675,TEC-AC-10002345,435000,0.02
186,CA-2017-105018,11/28/2017,12/2/2017,Standard Class,SK/19990,OFF-BI-10001890,107400,0.02
187,CA-2015-123260,8/26/2015,8/30/2015,Standard Class,FM/14290,TEC-AC-10002323,2652000,0.02
188,CA-2017-157000,7/16/2017,7/22/2017,Standard Class,AM/10360,OFF-ST-10001328,558360,0.03
189,CA-2017-157000,7/16/2017,7/22/2017,Standard Class,AM/10360,OFF-PA-10001950,300240,0.03
190,CA-2016-102281,10/12/2016,10/14/2016,First Class,MP/17470,FUR-BO-10002613,13487040,0.03
191,CA-2016-102281,10/12/2016,10/14/2016,First Class,MP/17470,TEC-PH-10001552,1076400,0.03
192,CA-2016-102281,10/12/2016,10/14/2016,First Class,MP/17470,OFF-PA-10000061,777600,0.02
193,CA-2016-102281,10/12/2016,10/14/2016,First Class,MP/17470,FUR-BO-10002545,9395280,0.02
194,CA-2016-102281,10/12/2016,10/14/2016,First Class,MP/17470,OFF-AR-10003514,298500,0.03
195,CA-2016-131457,10/31/2016,11/6/2016,Standard Class,MZ/17515,OFF-EN-10001509,214200,0.02
196,CA-2015-140004,3/21/2015,3/25/2015,Standard Class,CB/12025,OFF-AR-10004685,111120,0.03
197,CA-2015-140004,3/21/2015,3/25/2015,Standard Class,CB/12025,OFF-AR-10004027,90720,0.01
198,CA-2018-107720,11/6/2018,11/13/2018,Standard Class,VM/21685,OFF-ST-10001414,693900,0.03
199,US-2018-124303,7/6/2018,7/13/2018,Standard Class,FH/14365,OFF-BI-10000343,44190,0.01
200,US-2018-124303,7/6/2018,7/13/2018,Standard Class,FH/14365,OFF-PA-10002749,240840,0.01
201,CA-2018-105074,6/24/2018,6/29/2018,Standard Class,MB/17305,OFF-PA-10002666,326160,0.01
202,CA-2015-133690,8/3/2015,8/5/2015,First Class,BS/11755,FUR-TA-10004289,3281250,0.03
203,CA-2015-133690,8/3/2015,8/5/2015,First Class,BS/11755,OFF-AP-10003622,39000,0.01
204,US-2018-116701,12/17/2018,12/21/2018,Second Class,LC/17140,OFF-AP-10003217,994260,0.03
205,CA-2018-126382,6/3/2018,6/7/2018,Standard Class,HK/14890,FUR-FU-10002960,527520,0.01
206,CA-2018-108329,12/9/2018,12/14/2018,Standard Class,LE/16810,TEC-PH-10001918,6671520,0.01
207,CA-2018-135860,12/1/2018,12/7/2018,Standard Class,JH/15985,OFF-ST-10000642,1258800,0.03
208,CA-2018-135860,12/1/2018,12/7/2018,Standard Class,JH/15985,TEC-PH-10001700,1979700,0.02
209,CA-2018-135860,12/1/2018,12/7/2018,Standard Class,JH/15985,OFF-BI-10003274,238800,0.01
210,CA-2018-135860,12/1/2018,12/7/2018,Standard Class,JH/15985,OFF-FA-10000134,784350,0.01
211,CA-2018-135860,12/1/2018,12/7/2018,Standard Class,JH/15985,OFF-ST-10001522,1379850,0.02
212,CA-2016-101007,2/9/2016,2/13/2016,Second Class,MS/17980,TEC-AC-10001266,312000,0.03
213,CA-2016-146262,1/2/2016,1/9/2016,Standard Class,VW/21775,OFF-LA-10004544,355200,0.03
214,CA-2016-146262,1/2/2016,1/9/2016,Standard Class,VW/21775,FUR-BO-10004695,6786750,0.01
215,CA-2016-146262,1/2/2016,1/9/2016,Standard Class,VW/21775,TEC-PH-10002844,944730,0.03
216,CA-2016-146262,1/2/2016,1/9/2016,Standard Class,VW/21775,TEC-MA-10000864,17820000,0.03
217,CA-2016-146262,1/2/2016,1/9/2016,Standard Class,VW/21775,TEC-AC-10000109,1343760,0.01
218,CA-2017-130162,10/28/2017,11/1/2017,Standard Class,JH/15910,OFF-ST-10001328,1395900,0.01
219,CA-2017-130162,10/28/2017,11/1/2017,Standard Class,JH/15910,TEC-PH-10002563,4535640,0.03
220,CA-2016-169397,12/24/2016,12/27/2016,First Class,JB/15925,OFF-FA-10000585,83760,0.02
221,CA-2016-169397,12/24/2016,12/27/2016,First Class,JB/15925,OFF-PA-10004000,340560,0.02
222,CA-2016-169397,12/24/2016,12/27/2016,First Class,JB/15925,OFF-BI-10002852,296640,0.03
223,CA-2016-169397,12/24/2016,12/27/2016,First Class,JB/15925,FUR-FU-10000087,1090560,0.01
224,CA-2016-169397,12/24/2016,12/27/2016,First Class,JB/15925,TEC-MA-10001148,7199820,0.02
225,CA-2016-169397,12/24/2016,12/27/2016,First Class,JB/15925,OFF-AR-10001958,407520,0.03
226,CA-2016-163055,8/9/2016,8/16/2016,Standard Class,DS/13180,OFF-AR-10001026,33000,0.03
227,CA-2016-163055,8/9/2016,8/16/2016,Standard Class,DS/13180,FUR-TA-10003748,9336750,0.03
228,CA-2016-163055,8/9/2016,8/16/2016,Standard Class,DS/13180,OFF-ST-10002485,329700,0.01
229,US-2016-145436,2/28/2016,3/4/2016,Standard Class,VD/21670,FUR-CH-10004860,2423520,0.03
230,US-2016-145436,2/28/2016,3/4/2016,Standard Class,VD/21670,FUR-CH-10004477,5845440,0.02
231,US-2015-156216,9/13/2015,9/17/2015,Standard Class,EA/14035,OFF-BI-10001679,279720,0.02
232,US-2018-100930,4/7/2018,4/12/2018,Standard Class,CS/12400,FUR-TA-10001705,3507900,0.02
233,US-2018-100930,4/7/2018,4/12/2018,Standard Class,CS/12400,FUR-TA-10003473,9309217.5,0.02
234,US-2018-100930,4/7/2018,4/12/2018,Standard Class,CS/12400,OFF-BI-10001679,79920,0.01
235,US-2018-100930,4/7/2018,4/12/2018,Standard Class,CS/12400,FUR-FU-10004017,3871080,0.01
236,US-2018-100930,4/7/2018,4/12/2018,Standard Class,CS/12400,TEC-AC-10003832,9269640,0.02
237,CA-2018-160514,11/12/2018,11/16/2018,Standard Class,DB/13120,OFF-PA-10002479,158400,0.02
238,CA-2017-157749,6/4/2017,6/9/2017,Second Class,KL/16645,OFF-PA-10003349,388800,0.03
239,CA-2017-157749,6/4/2017,6/9/2017,Second Class,KL/16645,FUR-FU-10000576,6295200,0.02
240,CA-2017-157749,6/4/2017,6/9/2017,Second Class,KL/16645,FUR-FU-10004351,175320,0.01
241,CA-2017-157749,6/4/2017,6/9/2017,Second Class,KL/16645,TEC-PH-10000011,479760,0.03
242,CA-2017-157749,6/4/2017,6/9/2017,Second Class,KL/16645,FUR-TA-10002607,2658375,0.01
243,CA-2017-157749,6/4/2017,6/9/2017,Second Class,KL/16645,FUR-FU-10002505,60660,0.02
244,CA-2017-157749,6/4/2017,6/9/2017,Second Class,KL/16645,OFF-AR-10004685,111120,0.02
245,CA-2015-131926,6/1/2015,6/6/2015,Second Class,DW/13480,FUR-CH-10004063,30027900,0.02
246,CA-2015-131926,6/1/2015,6/6/2015,Second Class,DW/13480,OFF-ST-10002276,2500800,0.02
247,CA-2015-131926,6/1/2015,6/6/2015,Second Class,DW/13480,OFF-PA-10004082,718200,0.02
248,CA-2015-131926,6/1/2015,6/6/2015,Second Class,DW/13480,OFF-AP-10002945,22548750,0.02
249,CA-2015-131926,6/1/2015,6/6/2015,Second Class,DW/13480,OFF-PA-10000061,388800,0.01
250,CA-2017-154739,12/10/2017,12/15/2017,Second Class,LH/17155,FUR-CH-10002965,4823520,0.03
251,CA-2017-145625,9/11/2017,9/17/2017,Standard Class,KC/16540,OFF-PA-10004569,114150,0.01
252,CA-2017-145625,9/11/2017,9/17/2017,Standard Class,KC/16540,TEC-AC-10003832,50210550,0.02
253,CA-2017-146941,12/10/2017,12/13/2017,First Class,DL/13315,OFF-ST-10001228,1208700,0.02
